Option_Name,Asset_Class,Name,Currency,Security_Identifier,Dollar_Value,Weighting_Percentage,Listing_Status,Management_Type,Super_Fund,Weighting_Percentage_Clean,Domain,Parsed_Name,Sector,Description
Balanced,Fixed Income,Ausgrid Finance Pty Ltd,,,1436481.0,0.0,,,AustralianSuper,0.000483085975911,,,,
Balanced,Fixed Income,AusNet Services Holdings Pty Ltd,,,52575978.0,0.02,,,AustralianSuper,0.0176812068113718,,,,
Balanced,Fixed Income,Australia & New Zealand Banking Group Ltd,,,618868038.0,0.26,,,AustralianSuper,0.2081242077670139,,,,
Balanced,Fixed Income,Australia & New Zealand Banking Group Ltd/New York NY,,,7262265.0,0.0,,,AustralianSuper,0.002442286653878,,,,
Balanced,Fixed Income,Australia Pacific Airports Melbourne Pty Ltd,,,23911954.0,0.01,,,AustralianSuper,0.008041547109937,,,,
Balanced,Fixed Income,Australian Unity Healthcare Property Trust,,,11113838.0,0.0,,,AustralianSuper,0.0037375637243701,,,,
Balanced,Fixed Income,Australian Unity Ltd,,,29291213.0,0.01,,,AustralianSuper,0.0098505822337521,,,,
Balanced,Fixed Income,Autoroutes du Sud de la France SA,,,692293.0,0.0,,,AustralianSuper,0.0002328168903879,,,,
Balanced,Fixed Income,Autostrade per l'Italia SpA,,,1813233.0,0.0,,,AustralianSuper,0.0006097869956922,,,,
Balanced,Fixed Income,Aviva PLC,,,718259.0,0.0,,,AustralianSuper,0.0002415492094722,,,,
Balanced,Fixed Income,Axa Sa,,,2442654.0,0.0,,,AustralianSuper,0.0008214601455939,,,,
Balanced,Fixed Income,Ayvens SA,,,1950898.0,0.0,,,AustralianSuper,0.0006560834875176,,,,
